1368,Parent Department,Specialization,Roll Number,Course Code,Semester #,Course Name,LTP,Credit,Type,offered_for_minor,Comments,,,1368,Example,Course Code,Course Name,LTP,Credit,Type,offered_for_minor
677,Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6299,4,Project II,0-0-42,21,P2,0,,,,,,,,,,,
678,,,,,,,,,,,,,,,,,,,,,
679,,,,,,,,,,,,,,,,,,,,,
680,,,,,,,,,,,,,,,,,,,,,
681,,,,,,,,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,,,,,,,,
685,,,,,,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,,,,,,
688,,,,,,,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,,,
696,,,,,,,,,,,,,,,,,,,,,
697,,,,,,,,,,,,,,,,,,,,,
698,,,,,,,,,,,,,,,,,,,,,
699,,,,,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,,,,,,
706,,,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,,,
708,,,,,,,,,,,,,,,,,,,,,
709,,,,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,,,,,,
711,,,,,,,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,,,,,,
718,,,,,,,,,,,,,,,,,,,,,
719,,,,,,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,,,,,,
Indra Narayana Krishna Teja Kuchimanchi,,,,,,,,,,,,,,,,,,,,,
721,Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,HS5111,1,Technical Writing and Soft Skill,1-2-2,4,HS,0,,,,,,,,,,,
722,Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE5101,1,Chemistry for Environmental Engineers,3-0-2,4,C,0,,,,,,,,,,,
723,Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE5102,1,Physico-Chemical Principles and Processes,3-0-0,3,C,0,,,,,,,,,,,
724,Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE5103,1,Solid and Hazardous Waste Management,3-0-0,3,C,0,,,,,,,,,,,
725,Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE51PQ/ CE61PQ,1,DE1 (Environmental Elective),3-0-0,3,DE1,0,,,,,,,,,,,
726,Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE51PQ/ CE61PQ,1,DE1I (Environmental / Department Elective),3-0-0,3,DE2,0,,,,,,,,,,,
727,Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,XX61PQ,1,IDE,3-0-0,3,IDE,0,,,,,,,,,,,
728,Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE5201,2,Biological Principles and Processes,3-0-0,3,C,0,,,,,,,,,,,
729,Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE5202,2,Air Pollution and Control,3-0-2,4,C,0,,,,,,,,,,,
730,Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE5203,2,Environmental Impact Assessment,3-0-0,3,C,0,,,,,,,,,,,
731,Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE52PQ/ CE62PQ,2,DE1II (Environmental Elective),3-0-0,3,DE3,0,,,,,,,,,,,
732,Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE52PQ/ CE62PQ,2,DE1V (Environmental Elective/ Department Elective),3-0-0,3,DE4,0,,,,,,,,,,,
733,Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,RM6201,2,Research Methodology,3-1-0,4,RM,0,,,,,,,,,,,
734,Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,IK6201,2,IKS,3-0-0,3,IKS,0,,,,,,,,,,,
735,Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6198,3,Summer Internship/Mini Project*,0-0-12,3,SI,0,,,,,,,,,,,
736,Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6199,3,Project I,0-0-30,15,P1,0,,,,,,,,,,,
737,Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6299,4,Project II,0-0-42,21,P2,0,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,,,,,
742,,,,,,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,,,
748,,,,,,,,,,,,,,,,,,,,,
749,,,,,,,,,,,,,,,,,,,,,
750,,,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,,,
752,,,,,,,,,,,,,,,,,,,,,
753,,,,,,,,,,,,,,,,,,,,,
754,,,,,,,,,,,,,,,,,,,,,
755,,,,,,,,,,,,,,,,,,,,,
756,,,,,,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,,,,,,
758,,,,,,,,,,,,,,,,,,,,,
759,,,,,,,,,,,,,,,,,,,,,
760,,,,,,,,,,,,,,,,,,,,,
761,,,,,,,,,,,,,,,,,,,,,
762,,,,,,,,,,,,,,,,,,,,,
763,,,,,,,,,,,,,,,,,,,,,
764,,,,,,,,,,,,,,,,,,,,,
765,,,,,,,,,,,,,,,,,,,,,
766,,,,,,,,,,,,,,,,,,,,,
767,,,,,,,,,,,,,,,,,,,,,
768,,,,,,,,,,,,,,,,,,,,,
769,,,,,,,,,,,,,,,,,,,,,
770,,,,,,,,,,,,,,,,,,,,,
771,,,,,,,,,,,,,,,,,,,,,
772,,,,,,,,,,,,,,,,,,,,,
773,,,,,,,,,,,,,,,,,,,,,
774,,,,,,,,,,,,,,,,,,,,,
775,,,,,,,,,,,,,,,,,,,,,
776,,,,,,,,,,,,,,,,,,,,,
777,,,,,,,,,,,,,,,,,,,,,
778,,,,,,,,,,,,,,,,,,,,,
779,,,,,,,,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,,,,,,
Lokesh Singla,,,,,,,,,,,,,,,,,,,,,
781,Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,HS5111,1,Technical Writing and Soft Skill,1-2-2,4,C,0,,,,,,,,,,,
782,Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE5104,1,Geotechnical Exploration,3-0-2,4,C,0,,,,,,,,,,,
783,Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE5105,1,Advanced Soil Mechanics,3-0-0,3,C,0,,,,,,,,,,,
784,Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE5106,1,Rock Engineering,3-0-2,4,C,0,,,,,,,,,,,
785,Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE51PQ/CE61PQ,1,DE1: (Geotechnical Elective),3-0-0,3,DE1,0,,,,,,,,,,,
786,Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE51PQ/CE61PQ,1,DE1I: (Dept. Elective/Geotechnical Elective),3-0-0,3,DE2,0,,,,,,,,,,,
787,Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,XX61PQ,1,IDE,3-0-0,3,IDE,0,,,,,,,,,,,
788,Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE5204,2,Core-4: Advanced Foundation Engineering,3-0-0,3,C,0,,,,,,,,,,,
789,Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE5205,2,Core-5: Computational Geomechanics,3-0-2,4,C,0,,,,,,,,,,,
790,Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE5206,2,Core-6: Fundamentals of Soil Behaviour,3-0-0,3,C,0,,,,,,,,,,,
791,Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE52PQ/CE62PQ,2,DE-3: (Geotechnical Elective),3-0-0,3,DE3,0,,,,,,,,,,,
792,Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE52PQ/CE62PQ,2,DE-4: (Dept. Elective/Geotechnical Elective),3-0-0,3,DE4,0,,,,,,,,,,,
793,Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,RM6201,2,Research Methodology,3-1-0,4,RM,0,,,,,,,,,,,
794,Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,IK6201,2,IKS,3-0-0,3,IKS,0,,,,,,,,,,,
795,Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE6198,3,Summer Internship/Mini Project*,0-0-12,3,SI,0,,,,,,,,,,,
796,Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE6199,3,Project I,0-0-30,15,P1,0,,,,,,,,,,,
797,Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE62PQ,4,Project II,0-0-42,21,P2,0,,,,,,,,,,,
798,,,,,,,,,,,,,,,,,,,,,
799,,,,,,,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,,,,,,
801,,,,,,,,,,,,,,,,,,,,,
802,,,,,,,,,,,,,,,,,,,,,
803,,,,,,,,,,,,,,,,,,,,,
804,,,,,,,,,,,,,,,,,,,,,
805,,,,,,,,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,,,,,,,,
807,,,,,,,,,,,,,,,,,,,,,
808,,,,,,,,,,,,,,,,,,,,,
809,,,,,,,,,,,,,,,,,,,,,
810,,,,,,,,,,,,,,,,,,,,,
811,,,,,,,,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,,,,,,
813,,,,,,,,,,,,,,,,,,,,,
814,,,,,,,,,,,,,,,,,,,,,
815,,,,,,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,,,,,,
817,,,,,,,,,,,,,,,,,,,,,
818,,,,,,,,,,,,,,,,,,,,,
819,,,,,,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,,,,,,
821,,,,,,,,,,,,,,,,,,,,,
822,,,,,,,,,,,,,,,,,,,,,
823,,,,,,,,,,,,,,,,,,,,,
824,,,,,,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,,,,,
826,,,,,,,,,,,,,,,,,,,,,
827,,,,,,,,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,,,,,,
834,,,,,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,,,,
836,,,,,,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,,,,,,,,
838,,,,,,,,,,,,,,,,,,,,,
839,,,,,,,,,,,,,,,,,,,,,
840,,,,,,,,,,,,,,,,,,,,,
Hrishikesh Choudhary,,,,,,,,,,,,,,,,,,,,,
841,Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,HS5111,1,Technical Writing and Soft Skill,1-2-2,4,HS1,,,,,,,,,,,,
842,Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE5106,1,Rock Engineering,3-0-2,4,C,,,,,,,,,,,,
843,Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE5105,1,Advanced Soil Mechanics,3-0-0,3,C,,,,,,,,,,,,
844,Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE5107,1,Engineering Behaviour of Rock,3-0-0,3,C,,,,,,,,,,,,
845,Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE51PQ/CE61PQ,1,DE1,3-0-0,3,DE1,,,,,,,,,,,,
846,Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE51PQ/CE61PQ,1,DE2,3-0-0,3,DE2,,,,,,,,,,,,
847,Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,XX61PQ,1,IDE,3-0-0,3,IDE,,,,,,,,,,,,
848,Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE5207,2,"Analysis and Design of Underground
Structures",3-0-2,4,C,,,,,,,,,,,,
849,Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE5205,2,Computational Geomechanics,3-0-2,4,C,,,,,,,,,,,,
850,Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE5208,2,Landslides and Avalanches,3-0-0,3,C,,,,,,,,,,,,
851,Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE52PQ/ CE62PQ,2,DE3,3-0-0,3,DE3,,,,,,,,,,,,
852,Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE52PQ/ CE62PQ,2,DE4,3-0-0,3,DE4,,,,,,,,,,,,
853,Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,RM6201,2,Research Methodology,3-1-0,4,RM,,,,,,,,,,,,
854,Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,IK6201,2,IKS,3-0-0,3,IKS,,,,,,,,,,,,
855,Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,SI,3,Summer Internship/Mini Project,0-0-12,3,SI,,,,,,,,,,,,
856,Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,P1,3,Project 1,0-0-30,15,P1,,,,,,,,,,,,
857,Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,P2,4,Project 2,0-0-42,21,P2,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,,,,,
859,,,,,,,,,,,,,,,,,,,,,
860,,,,,,,,,,,,,,,,,,,,,
861,,,,,,,,,,,,,,,,,,,,,
862,,,,,,,,,,,,,,,,,,,,,
863,,,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,,,
865,,,,,,,,,,,,,,,,,,,,,
866,,,,,,,,,,,,,,,,,,,,,
867,,,,,,,,,,,,,,,,,,,,,
868,,,,,,,,,,,,,,,,,,,,,
869,,,,,,,,,,,,,,,,,,,,,
870,,,,,,,,,,,,,,,,,,,,,
871,,,,,,,,,,,,,,,,,,,,,
872,,,,,,,,,,,,,,,,,,,,,
873,,,,,,,,,,,,,,,,,,,,,
874,,,,,,,,,,,,,,,,,,,,,
875,,,,,,,,,,,,,,,,,,,,,
876,,,,,,,,,,,,,,,,,,,,,
877,,,,,,,,,,,,,,,,,,,,,
878,,,,,,,,,,,,,,,,,,,,,
879,,,,,,,,,,,,,,,,,,,,,
880,,,,,,,,,,,,,,,,,,,,,
881,,,,,,,,,,,,,,,,,,,,,
882,,,,,,,,,,,,,,,,,,,,,
883,,,,,,,,,,,,,,,,,,,,,
884,,,,,,,,,,,,,,,,,,,,,
885,,,,,,,,,,,,,,,,,,,,,
886,,,,,,,,,,,,,,,,,,,,,
887,,,,,,,,,,,,,,,,,,,,,
888,,,,,,,,,,,,,,,,,,,,,
889,,,,,,,,,,,,,,,,,,,,,
890,,,,,,,,,,,,,,,,,,,,,
891,,,,,,,,,,,,,,,,,,,,,
892,,,,,,,,,,,,,,,,,,,,,
893,,,,,,,,,,,,,,,,,,,,,
894,,,,,,,,,,,,,,,,,,,,,
895,,,,,,,,,,,,,,,,,,,,,
896,,,,,,,,,,,,,,,,,,,,,
897,,,,,,,,,,,,,,,,,,,,,
898,,,,,,,,,,,,,,,,,,,,,
899,,,,,,,,,,,,,,,,,,,,,
900,,,,,,,,,,,,,,,,,,,,,
Isha Jaiswal,,,,,,,,,,,,,,,,,,,,,
901,Transportation Engineering,,2411CE,CE5111,1,Urban Transportation Planning,3-0-0,3,Core,0,,,,,,,,,,,
902,Transportation Engineering,,2411CE,CE5112,1,Pavement Analysis and Design,3-0-0,3,Core,0,,,,,,,,,,,
903,Transportation Engineering,,2411CE,CE5113,1,Traffic Engineering and Management,3-0-3,4.5,Core,0,,,,,,,,,,,
904,Transportation Engineering,,2411CE,CE51PQ/ CE61PQ,1,DE1 (Transportation Elective) ,3-0-0,3,DE1,0,,,,,,,,,,,
905,Transportation Engineering,,2411CE,CE51PQ/ CE61PQ,1,DE1I (Transportation Elective/ Department Elective),3-0-0,3,DE2,0,,,,,,,,,,,
906,Transportation Engineering,,2411CE,XX61PQ,1,IDE,3-0-0,3,IDE,0,,,,,,,,,,,
907,Transportation Engineering,,2411CE,CE5212,2,Highway Materials,3-0-3,4.5,Core,0,,,,,,,,,,,
908,Transportation Engineering,,2411CE,CE5213,2,Railway Engineering,3-0-0,3,Core,0,,,,,,,,,,,
909,Transportation Engineering,,2411CE,CE5214,2,Computer Applications in Transportation Engineering,2-1-0,3,Core,0,,,,,,,,,,,
910,Transportation Engineering,,2411CE,CE52PQ/ CE62PQ,2,DE1II (Transportation Elective),3-0-0,3,DE3,0,,,,,,,,,,,
911,Transportation Engineering,,2411CE,CE52PQ/ CE62PQ,2,DE1V (Transportation Elective/ Department Elective),3-0-0,3,DE4,0,,,,,,,,,,,
912,Transportation Engineering,,2411CE,RM6201,2,Research Methodology,3-1-0,4,RM,0,,,,,,,,,,,
913,Transportation Engineering,,2411CE,IK6201,2,IKS,3-0-0,3,IKS,0,,,,,,,,,,,
914,Transportation Engineering,,2411CE,CE6198,3,Summer Internship/Mini Project*,0-0-12,3,SI,0,,,,,,,,,,,
915,Transportation Engineering,,2411CE,CE6199,3,Project I,0-0-30,15,P1,0,,,,,,,,,,,
916,Transportation Engineering,,2411CE,CE6299,4,Project II,0-0-42,21,P2,0,,,,,,,,,,,
917,,,,,,,,,,,,,,,,,,,,,
918,,,,,,,,,,,,,,,,,,,,,
919,,,,,,,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,,,,,,,
921,,,,,,,,,,,,,,,,,,,,,
922,,,,,,,,,,,,,,,,,,,,,
923,,,,,,,,,,,,,,,,,,,,,
924,,,,,,,,,,,,,,,,,,,,,
925,,,,,,,,,,,,,,,,,,,,,
926,,,,,,,,,,,,,,,,,,,,,
927,,,,,,,,,,,,,,,,,,,,,
928,,,,,,,,,,,,,,,,,,,,,
929,,,,,,,,,,,,,,,,,,,,,
930,,,,,,,,,,,,,,,,,,,,,
931,,,,,,,,,,,,,,,,,,,,,
932,,,,,,,,,,,,,,,,,,,,,
933,,,,,,,,,,,,,,,,,,,,,
934,,,,,,,,,,,,,,,,,,,,,
935,,,,,,,,,,,,,,,,,,,,,
936,,,,,,,,,,,,,,,,,,,,,
937,,,,,,,,,,,,,,,,,,,,,
938,,,,,,,,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,,,,,,,,
940,,,,,,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,,,,,,
942,,,,,,,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,,,,,,
944,,,,,,,,,,,,,,,,,,,,,
945,,,,,,,,,,,,,,,,,,,,,
946,,,,,,,,,,,,,,,,,,,,,
947,,,,,,,,,,,,,,,,,,,,,
948,,,,,,,,,,,,,,,,,,,,,
949,,,,,,,,,,,,,,,,,,,,,
950,,,,,,,,,,,,,,,,,,,,,
951,,,,,,,,,,,,,,,,,,,,,
952,,,,,,,,,,,,,,,,,,,,,
953,,,,,,,,,,,,,,,,,,,,,
954,,,,,,,,,,,,,,,,,,,,,
955,,,,,,,,,,,,,,,,,,,,,
956,,,,,,,,,,,,,,,,,,,,,
957,,,,,,,,,,,,,,,,,,,,,
958,,,,,,,,,,,,,,,,,,,,,
959,,,,,,,,,,,,,,,,,,,,,
960,,,,,,,,,,,,,,,,,,,,,
Jatin Singla,,,,,,,,,,,,,,,,,,,,,
961,,Mtech in Structural Engineering,2411CE,HS5111,1,Technical Writing and Soft Skill,1-2-2,4,HS,0,,,,,,,,,,,
962,Structural Engineering,Mtech in Structural Engineering,2411CE,CE5108,1,Advanced Structural Analysis,3-0-2,4,Core,0,,,,,,,,,,,
963,Structural Engineering,Mtech in Structural Engineering,2411CE,CE5109,1,Structural Dynamics,3-0-2,4,Core,0,,,,,,,,,,,
964,Structural Engineering,Mtech in Structural Engineering,2411CE,CE5110,1,Theory of Plates and Shells,3-0-0,3,Core,0,,,,,,,,,,,
965,Structural Engineering,Mtech in Structural Engineering,2411CE,CE51PQ/ CE61PQ,1,DE- I: Structure Elective,3-0-0,3,DE1,0,,,,,,,,,,,
966,Structural Engineering,Mtech in Structural Engineering,2411CE,CE51PQ/ CE61PQ,1,DE- II: Structure / Department Elective,3-0-0,3,DE2,0,,,,,,,,,,,
967,Structural Engineering,Mtech in Structural Engineering,2411CE,XX61PQ,1,IDE,3-0-0,3,IDE1,0,,,,,,,,,,,
968,Structural Engineering,Mtech in Structural Engineering,2411CE,CE5209,2,Advanced Concrete Design,3-0-2,4,Core,0,,,,,,,,,,,
969,Structural Engineering,Mtech in Structural Engineering,2411CE,CE5210,2,Earthquake Resistant Design of Structures,3-0-2,4,Core,0,,,,,,,,,,,
970,Structural Engineering,Mtech in Structural Engineering,2411CE,CE5211,2,Stability of Structures,3-0-0,3,Core,0,,,,,,,,,,,
971,Structural Engineering,Mtech in Structural Engineering,2411CE,CE52PQ/ CE62PQ,2,DE-3: Structure Elective,3-0-0,3,DE3,0,,,,,,,,,,,
972,Structural Engineering,Mtech in Structural Engineering,2411CE,CE52PQ/ CE62PQ,2,DE-4: Structure / Department Elective,3-0-0,3,DE4,0,,,,,,,,,,,
973,Structural Engineering,Mtech in Structural Engineering,2411CE,RM6201,2,Research Methodology,3-1-0,4,RM,0,,,,,,,,,,,
974,Structural Engineering,Mtech in Structural Engineering,2411CE,IK6201,2,IKS,3-0-0,3,IKS,0,,,,,,,,,,,
975,Structural Engineering,Mtech in Structural Engineering,2411CE,CE6198,3,Summer Internship/Mini Project*,0-0-12,3,SI,0,,,,,,,,,,,
976,Structural Engineering,Mtech in Structural Engineering,2411CE,CE6199,3,Project I,0-0-30,15,P1,0,,,,,,,,,,,
977,Structural Engineering,Mtech in Structural Engineering,2411CE,CE6299,4,Project II,0-0-42,21,P2,0,,,,,,,,,,,
978,,,,,,,,,,,,,,,,,,,,,
979,,,,,,,,,,,,,,,,,,,,,
980,,,,,,,,,,,,,,,,,,,,,
981,,,,,,,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,,,
983,,,,,,,,,,,,,,,,,,,,,
984,,,,,,,,,,,,,,,,,,,,,
985,,,,,,,,,,,,,,,,,,,,,
986,,,,,,,,,,,,,,,,,,,,,
987,,,,,,,,,,,,,,,,,,,,,
988,,,,,,,,,,,,,,,,,,,,,
989,,,,,,,,,,,,,,,,,,,,,
990,,,,,,,,,,,,,,,,,,,,,
991,,,,,,,,,,,,,,,,,,,,,
992,,,,,,,,,,,,,,,,,,,,,
993,,,,,,,,,,,,,,,,,,,,,
994,,,,,,,,,,,,,,,,,,,,,
995,,,,,,,,,,,,,,,,,,,,,
996,,,,,,,,,,,,,,,,,,,,,
997,,,,,,,,,,,,,,,,,,,,,
998,,,,,,,,,,,,,,,,,,,,,
999,,,,,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,,,,,
1001,,,,,,,,,,,,,,,,,,,,,
1002,,,,,,,,,,,,,,,,,,,,,
1003,,,,,,,,,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,,,,,,,,
1005,,,,,,,,,,,,,,,,,,,,,
1006,,,,,,,,,,,,,,,,,,,,,
1007,,,,,,,,,,,,,,,,,,,,,
1008,,,,,,,,,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,,,,,,,,
1010,,,,,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,,,,
1012,,,,,,,,,,,,,,,,,,,,,
1013,,,,,,,,,,,,,,,,,,,,,
1014,,,,,,,,,,,,,,,,,,,,,
1015,,,,,,,,,,,,,,,,,,,,,
1016,,,,,,,,,,,,,,,,,,,,,
1017,,,,,,,,,,,,,,,,,,,,,
1018,,,,,,,,,,,,,,,,,,,,,
1019,,,,,,,,,,,,,,,,,,,,,
1020,,,,,,,,,,,,,,,,,,,,,
Kartheek sai kankanala,,,,,,,,,,,,,,,,,,,,,
1021,Civil Engineering,Mtech in Civil Engineering,2411CE,CE5181 ,1,Advanced Engineering Mathematics,3-0-0,3,Core,0,,,,,,,,,,,
1022,Civil Engineering,Mtech in Civil Engineering,2411CE,CE5182,1,Civil Engineering Design – I,1-2-0,3,Core,0,,,,,,,,,,,
1023,Civil Engineering,Mtech in Civil Engineering,2411CE,CE51××/CE61××,1,DE1,3-0-0,3,DE1,0,,,,,,,,,,,
1024,Civil Engineering,Mtech in Civil Engineering,2411CE,CE51××/CE61××,1,DE2,3-0-0,3,DE2,0,,,,,,,,,,,
1025,Civil Engineering,Mtech in Civil Engineering,2411CE,CE51××/CE61××,1,DE3,3-0-0,3,DE3,0,,,,,,,,,,,
1026,Civil Engineering,Mtech in Civil Engineering,2411CE,HS5111,1,Technical Writing and Soft Skill,1-2-2,4,HS,0,,,,,,,,,,,
1027,Civil Engineering,Mtech in Civil Engineering,2411CE,CE5183,1,Civil Engineering Lab-I,0-0-3,1.5,Core,0,,,,,,,,,,,
1028,Civil Engineering,Mtech in Civil Engineering,2411CE,XX61PQ,1,IDE,3-0-0,3,IDE1,0,,,,,,,,,,,
1029,Civil Engineering,Mtech in Civil Engineering,2411CE,CE5281,2,Civil Engineering Design – II,1-2-0,3,Core,0,,,,,,,,,,,
1030,Civil Engineering,Mtech in Civil Engineering,2411CE,CE5282,2,Finite Element Methods,3-0-0,3,Core,0,,,,,,,,,,,
1031,Civil Engineering,Mtech in Civil Engineering,2411CE,CE52××/CE62xx,2,DE4,3-0-0,3,DE4,0,,,,,,,,,,,
1032,Civil Engineering,Mtech in Civil Engineering,2411CE,CE52××/CE62xx ,2,DE5,3-0-0,3,DE5,0,,,,,,,,,,,
1033,Civil Engineering,Mtech in Civil Engineering,2411CE,CE52××/CE62xx ,2,DE6,3-0-0,3,DE6,0,,,,,,,,,,,
1034,Civil Engineering,Mtech in Civil Engineering,2411CE,CE5283 ,2,Civil Engineering Lab-II,0-0-3,1.5,Core,0,,,,,,,,,,,
1035,Civil Engineering,Mtech in Civil Engineering,2411CE,RM6201,2,Research Methodology,3-1-0,4,RM,0,,,,,,,,,,,
1036,Civil Engineering,Mtech in Civil Engineering,2411CE,IK6201 ,2,IKS ,3-0-0,3,IKS,0,,,,,,,,,,,
1037,Civil Engineering,Mtech in Civil Engineering,2411CE,CE6198,3,Summer Internship/Mini Project*,0-0-12,3,SI,0,,,,,,,,,,,
